time,ax,ay,az,aT
60.3430,-0.1474,0.0781,-0.0945,0.192
60.3780,-0.0420,0.0401,-0.1847,0.194
60.3800,-0.0826,0.0308,-0.1101,0.141
60.4010,-0.1143,0.0484,-0.0728,0.144
60.4180,-0.0978,0.0271,-0.1125,0.152
60.4380,-0.0884,0.0151,-0.1029,0.137
60.4570,-0.0956,0.0401,-0.2004,0.226
60.4760,-0.0885,0.0745,-0.0597,0.130
60.5070,-0.0855,0.0078,-0.1896,0.208
60.5130,-0.1147,0.0342,-0.0043,0.120
60.5320,-0.0625,0.0602,-0.3375,0.349
60.5510,-0.1423,0.0304,-0.0837,0.168
60.5700,-0.0440,0.0292,-0.0572,0.078
60.5890,-0.1523,0.0387,-0.1270,0.202
60.6080,-0.0670,0.0265,-0.1331,0.151
60.6270,-0.0374,0.0134,-0.0104,0.041
60.6530,-0.1015,0.0612,-0.1992,0.232
60.6650,-0.1065,0.0077,-0.0813,0.134
60.6850,-0.0665,0.0516,-0.0044,0.084
60.7030,-0.0711,0.0207,-0.2197,0.232
60.7220,-0.0752,0.0205,-0.0477,0.091
60.7650,0.0147,-0.0644,0.1616,0.175
60.7660,-0.2284,0.1905,-0.6573,0.721
60.7790,-0.0748,-0.0122,0.1453,0.164
60.7970,-0.1028,0.0953,-0.3730,0.398
60.8170,-0.1251,-0.0440,0.0016,0.133
